label,message,clean_email
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,u secret admirer reveal think u r special   opt reply reveal stop   msg recd cust care
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,buzzzz grin buzz ass buzz chest   buzz cock   phone   vibrator   feel shake
ham,Sir send to group mail check it.,sir send group mail check
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,m da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet get abt   n half page
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",nonenowhere ikno doesdiscountshitinnit
ham,You dont know you jabo me abi.,not know jabo abi
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",notice drive go slow idiot drive fast maniac
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,hadya sapna aunty manege yday hogidhechinnu weak swalpa black agidhane
ham,"Are you being good, baby? :)",good baby
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,neft transaction reference number   ltgt   rs ltdecimalgt   credit beneficiary account   ltgt     lttimegt   ltgt
ham,"Mostly sports type..lyk footbl,crckt..",sport typelyk footblcrckt
ham,Ma head dey swell oh. Thanks for making my day,ma head dey swell oh thank make day
ham,U should make a fb list,u fb list
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,height confidence aeronautic professor wer calld amp wer askd   sit aeroplane aftr sit wer tell dat plane ws student dey hurry d plane bt   not saidif student
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,sary need tim bollox hurt lot tol
ham,Happy New Year Princess!,happy new year princess
ham,"I'll text carlos and let you know, hang on",ill text carlo let know hang
ham,"Don't worry, * is easy once have ingredients!",not worry   easy ingredient
ham,I love u 2 my little pocy bell I am sorry but I love u,love u   little pocy bell sorry love u
ham,"Ok omw now, you at castor?",ok omw castor
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,yar lor rain non stop u wan  
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",xmas offer late motorola sonyericsson   nokia   free bluetooth dvd double min    txt orange mobileupd   calloptoutqf
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,u mean u wif sleeping tot u go nap yup send liao m pick ard   smth lor
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",  wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
ham,"Tonight? Yeah, I'd be down for that",tonight yeah d
ham,What should i eat fo lunch senor,eat fo lunch senor
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",say right giggle see u possibly persondie nvq think
ham,No break time one... How... I come out n get my stuff fr Ì_?,break time come n stuff fr
spam,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,reply win   weekly professional sport tiger wood play send stop   end service
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",m not   maybe reboot ym   see buzz
ham,Do you still have the grinder?,grinder
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,  polyphonic tone   ur mob week txt pt   st tone free   txtin tell ur friend ptone   reply hl info
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love not decision feeling decide love life simple magical
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasy   p min ntt ltd po box   croydon cr wb   national rate
ham,K.i did't see you.:)k:)where are you now?,ki didt youkwhere
ham,So i'm doing a list of buyers.,m list buyer
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",idea guess work hour suppose leave usual interest figure shit second
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,mm entirely sure understand text hey ho weekend
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,release vday shirt u make half naked instead white underwear
ham,Don know..he is watching film in computer..,don knowhe watch film computer
ham,No b4 Thursday,b thursday
ham,"Oh, then your phone phoned me but it disconnected",oh phone phone disconnect
ham,Id onluy matters when getting on from offcampus,d onluy matter get offcampus
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,message free welcome new   improved sex   dog club unsubscribe service reply stop msgsp
ham,"Excellent, I'll see what riley's plans are",excellent ill riley plan
ham,I will see in half an hour,half hour
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",ve win tkts euro cup final   cash collect   b pobox ppm
ham,Ew are you one of them?,ew
ham,Also hi wesley how've you been,hi wesley ve
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,ah lingo let know wot earth finish make
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan purpose     homeowner   tenant welcome previously refuse help free    text help
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,updatenow   mth half price orange line rental minscall mobileupd   calloptoutjq
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),imagine life fast u search medont worry lm disturb u goodnoon
ham,"Hm good morning, headache anyone? :-)",hm good morning headache
ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,yeah prob   night obviously catch speak soon
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,free unlimited hardcore porn direct   mobile txt porn    free access   hrs chrgdp day txt stop exit msg free
ham,I might go 2 sch. Yar at e salon now v boring.,  sch yar e salon v boring
ham, &lt;#&gt;  mins but i had to stop somewhere first.,  ltgt   min stop
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",ltgt   fast approach wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy day happy independence day happy friendshipmotherfatherteacherschildren day amp happy birthday   u happy ganesh festival happy dasara happy diwali happy christmas   ltgt   good morning afternoon evening night rememberi wish u theseyour raj
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,joy lifeis wake daywith thought somewheresomeone care tosend warm morning greeting
ham,I didn't get the second half of that message,not second half message
ham,Wat time do u wan 2 meet me later?,wat time u wan   meet later
ham,I thank you so much for all you do with selflessness. I love you plenty.,thank selflessness love plenty
ham,Am in film ill call you later.,film ill later
ham,How dare you change my ring,dare change ring
ham,You are a very very very very bad girl. Or lady.,bad girl lady
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,love ya try budget money well babe gary freak know
ham,"What part of \don't initiate\"" don't you understand""",not initiate not understand
ham,I finished my lunch already. U wake up already?,finish lunch u wake
ham,You still at the game?,game
ham,You have got tallent but you are wasting.,get tallent waste
ham,What is your record for one night? :),record night
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",sir send email log usc payment portal ill send message explain thing home great weekend
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,  go to let know cos come bak holiday day   come dontgettext   number
ham,Jokin only lar... :-) depends on which phone my father can get lor...,jokin lar   depend phone father lor
ham,"Aight, lemme know what's up",aight lemme know s
ham,Get ready for  &lt;#&gt;  inches of pleasure...,ready   ltgt   inch pleasure
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,rajipls favour pls convey birthday wish nimya pls today birthday
ham,;-) ok. I feel like john lennon.,  ok feel like john lennon
ham,Cos darren say Ì_ considering mah so i ask Ì_...,cos darren   consider mah ask
ham,You are not bothering me but you have to trust my answers. Pls.,bother trust answer pls
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",wish family merry x mas happy new year advance
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,day crab run sea shorethe wave come n clear footprint crab crab ask frnd y r u clear beautiful footprint wave reply fox follow ur footprint catch s y clear frndsship let u dwn   gud nyt
